cveId,dateReported,vulnerabilityType,language,fixes,severity,component
CVE-2019-2127,2019-08-20,Elevation of Privilege Vulnerability,c,"[{'commitId': '1f76f20b2f14b2f08934380c65bf1495e29b969f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/1f76f20b2f14b2f08934380c65bf1495e29b969f'}]",High,Media Framework
CVE-2016-2458,2016-02-23,Information Disclosure Vulnerability,java,"[{'commitId': 'a55168330d9326ff2120285763c818733590266a', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/UnifiedEmail/+/a55168330d9326ff2120285763c818733590266a'}, {'commitId': '2791f0b33b610247ef87278862e66c6045f89693', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Email/+/2791f0b33b610247ef87278862e66c6045f89693'}]",Moderate,AOSP Mail
CVE-2021-0504,2021-06-21,Information Disclosure Vulnerability,c,"[{'commitId': '6e3c984806aa0ba9e8a836ef9fed12c1207a161e', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/6e3c984806aa0ba9e8a836ef9fed12c1207a161e'}]",High,System
CVE-2017-16533,2017-11-04,Information Disclosure Vulnerability,unknown,"[{'commitId': ['f043bfc98c193c284e2cd768fefabe18ac2fed9b'], 'patchUrl': 'https://github.com/torvalds/linux/commit/f043bfc98c193c284e2cd768fefabe18ac2fed9b'}]",High,kernel USB driver
CVE-2021-0441,2021-07-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '800a66dc43292ab6acef3ec4e0cdca5d6bea532e', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/MediaProvider/+/800a66dc43292ab6acef3ec4e0cdca5d6bea532e'}, {'commitId': 'fa329dfa35d4d555eb7f67b5747308d0d5936943', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/MediaProvider/+/fa329dfa35d4d555eb7f67b5747308d0d5936943'}]",High,Framework
CVE-2017-0642,2017-06-14,Denial of Service Vulnerability,c,"[{'commitId': '913d9e8d93d6b81bb8eac3fc2c1426651f5b259d', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/913d9e8d93d6b81bb8eac3fc2c1426651f5b259d'}]",High,Media Framework
CVE-2015-6622,2015-09-07,Information Disclosure Vulnerability,c,"[{'commitId': '5d17838adef13062717322e79d4db0b9bb6b2395', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fnative/+/5d17838adef13062717322e79d4db0b9bb6b2395'}]",High,Native Frameworks Library
CVE-2021-0338,2021-02-10,Denial of Service Vulnerability,java,"[{'commitId': '41484bba25aa9f658dcc0880f5c060eb92709907', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/41484bba25aa9f658dcc0880f5c060eb92709907'}]",High,Framework
CVE-2019-18282,2020-01-16,Elevation of Privilege Vulnerability,c,"[{'commitId': '55667441c84fa5e0911a0aac44fb059c15ba6da2', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/55667441c84fa5e0911a0aac44fb059c15ba6da2'}]",High,Kernel Linux Networking Stack
CVE-2016-3863,2016-06-06,Remote Code Execution Vulnerability,c,"[{'commitId': '119a012b2a9a186655da4bef3ed4ed8dd9b94c26', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/119a012b2a9a186655da4bef3ed4ed8dd9b94c26'}]",High,MediaMuxer
CVE-2018-9471,,Elevation of Privilege Vulnerability,java,"[{'commitId': 'eabaff1c7f02906e568997bdd7dc43006655387e', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/eabaff1c7f02906e568997bdd7dc43006655387e'}]",High,Framework
CVE-2015-3836,2015-10-01,Remote Code Execution Vulnerability,c,"[{'commitId': 'e999f077f6ef59d20282f1e04786816a31fb8be6', 'patchUrl': 'https://android.googlesource.com/platform/external/sonivox/+/e999f077f6ef59d20282f1e04786816a31fb8be6'}]",Critical,libstagefright
CVE-2019-2221,2019-12-06,Elevation of Privilege Vulnerability,java,"[{'commitId': '7a29413429971a6ca17ea01c2939c978fa2f4ff4', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/7a29413429971a6ca17ea01c2939c978fa2f4ff4'}, {'commitId': 'd7a10b824ce647fff824d0026f03780ca8955769', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/d7a10b824ce647fff824d0026f03780ca8955769'}]",Moderate,Framework
CVE-2016-0824,2015-11-18,Information Disclosure Vulnerability,c,"[{'commitId': 'ffab15eb80630dc799eb410855c93525b75233c3', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/ffab15eb80630dc799eb410855c93525b75233c3'}]",High,libstagefright
CVE-2018-9563,2019-06-19,Information Disclosure Vulnerability,c,"[{'commitId': 'fe340aad0291879de8d3b33a9bdff4d6a5c8d36a', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/fe340aad0291879de8d3b33a9bdff4d6a5c8d36a'}, {'commitId': '06d8edd06e16e1fbf36127ef55586e1112e0b70c', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/06d8edd06e16e1fbf36127ef55586e1112e0b70c'}]",High,System
CVE-2021-0695,,Information Disclosure Vulnerability,c,"[{'commitId': '2398e650c58a6f4877dafce649188290f6e3b4f5', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/2398e650c58a6f4877dafce649188290f6e3b4f5'}]",High,Kernel Kernel
CVE-2020-8597,2020-02-03,Remote Code Execution Vulnerability,c,"[{'commitId': 'f9fec5c36952301e585a420f31e96d35a60d0498', 'patchUrl': 'https://android.googlesource.com/platform/external/ppp/+/f9fec5c36952301e585a420f31e96d35a60d0498'}]",Critical,System
CVE-2017-0880,2017-12-06,Denial of Service Vulnerability,c,"[{'commitId': '67f9bd2acfd17f64a33ae8ad14806a0c93b921d8', 'patchUrl': 'https://android.googlesource.com/platform/external/skia/+/67f9bd2acfd17f64a33ae8ad14806a0c93b921d8'}, {'commitId': 'adb5e0ba6d532c0d52b3bf89a1dbec4e3e7a6fd6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/adb5e0ba6d532c0d52b3bf89a1dbec4e3e7a6fd6'}]",High,Media Framework
CVE-2019-2108,2019-09-05,Remote Code Execution Vulnerability,c,"[{'commitId': '366a34842d67cb61d5ef57b244d95802615012c5', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/366a34842d67cb61d5ef57b244d95802615012c5'}]",Critical,Media Framework
CVE-2016-6765,2016-09-13,Denial of Service Vulnerability,c,"[{'commitId': 'fd9cc97d4dfe2a2fbce2c0f1704d7a27ce7cbc44', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/fd9cc97d4dfe2a2fbce2c0f1704d7a27ce7cbc44'}]",High,Mediaserver
CVE-2016-3834,2016-04-28,Information Disclosure Vulnerability,c,"[{'commitId': '1f24c730ab6ca5aff1e3137b340b8aeaeda4bdbc', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/1f24c730ab6ca5aff1e3137b340b8aeaeda4bdbc'}]",Moderate,camera APIs
CVE-2015-3861,2015-10-01,Denial of Service Vulnerability,c,"[{'commitId': '304ef91624e12661e7e35c2c0c235da84a73e9c0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/304ef91624e12661e7e35c2c0c235da84a73e9c0'}]",Low,Mediaserver
CVE-2017-0479,2016-11-07,Elevation of Privilege Vulnerability,c,"[{'commitId': '22e26d8ee73488c58ba3e7928e5da155151abfd0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/22e26d8ee73488c58ba3e7928e5da155151abfd0'}, {'commitId': '8415635765380be496da9b4578d8f134a527d86b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/8415635765380be496da9b4578d8f134a527d86b'}]",High,Audioserver
CVE-2016-2419,2015-12-24,Information Disclosure Vulnerability,c,"[{'commitId': '5a856f2092f7086aa0fea9ae06b9255befcdcd34', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/5a856f2092f7086aa0fea9ae06b9255befcdcd34'}]",High,Mediaserver
CVE-2020-29661,2020-12-09,Elevation of Privilege Vulnerability,c,"[{'commitId': '54ffccbf053b5b6ca4f6e45094b942fab92a25fc', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/54ffccbf053b5b6ca4f6e45094b942fab92a25fc'}]",High,Kernel TTY
CVE-2021-0400,2021-04-13,Elevation of Privilege Vulnerability,java,"[{'commitId': '95602e325ae1ee9cf383db38cb0a8d47567618dc', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/95602e325ae1ee9cf383db38cb0a8d47567618dc'}]",High,Framework
CVE-2017-0603,2017-02-23,Denial of Service Vulnerability,c,"[{'commitId': '36b04932bb93cc3269279282686b439a17a89920', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/36b04932bb93cc3269279282686b439a17a89920'}]",Moderate,Mediaserver
CVE-2014-0206,2014-05-06,Information Disclosure Vulnerability,c,"[{'commitId': ['d36db46c2cba973557eb6138d22210c4e0cf17d6'], 'patchUrl': 'https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=d36db46c2cba973557eb6138d22210c4e0cf17d6'}]",High,kernel memory subsystem
CVE-2017-0480,2016-11-07,Elevation of Privilege Vulnerability,c,"[{'commitId': '22e26d8ee73488c58ba3e7928e5da155151abfd0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/22e26d8ee73488c58ba3e7928e5da155151abfd0'}, {'commitId': '8415635765380be496da9b4578d8f134a527d86b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/8415635765380be496da9b4578d8f134a527d86b'}]",High,Audioserver
CVE-2015-3877,2015-07-30,Remote Code Execution Vulnerability,c,"[{'commitId': '55ad31336a6de7037139820558c5de834797c09e', 'patchUrl': 'https://android.googlesource.com/platform%2Fexternal%2Fskia/+/55ad31336a6de7037139820558c5de834797c09e'}]",Critical,Skia
CVE-2016-3822,2016-08-05,Remote Code Execution Vulnerability,c,"[{'commitId': 'bae671597d47b9e5955c4cb742e468cebfd7ca6b', 'patchUrl': 'https://android.googlesource.com/platform/external/jhead/+/bae671597d47b9e5955c4cb742e468cebfd7ca6b'}]",High,libjhead
CVE-2016-6773,2016-07-27,Information Disclosure Vulnerability,c,"[{'commitId': '026745ef046e646b8d04f4f57d8320042f6b29b0', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/026745ef046e646b8d04f4f57d8320042f6b29b0'}, {'commitId': '6676aeb4195e7c7379915c0972f3d209410f0641', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/6676aeb4195e7c7379915c0972f3d209410f0641'}]",Moderate,Mediaserver
CVE-2021-0396,2021-03-10,Remote Code Execution Vulnerability,c,"[{'commitId': '8daf19b2c8cf7b9325b53e9b93b1eac878759f23', 'patchUrl': 'https://android.googlesource.com/platform/external/v8/+/8daf19b2c8cf7b9325b53e9b93b1eac878759f23'}]",High,System
CVE-2017-13232,2018-02-12,Information Disclosure Vulnerability,c,"[{'commitId': '6a5d1fc7cbccd85054e56542a633149622effa67', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/6a5d1fc7cbccd85054e56542a633149622effa67'}]",High,Media Framework
CVE-2021-0512,2021-06-21,Elevation of Privilege Vulnerability,c,"[{'commitId': 'ed9be64eefe2', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/ed9be64eefe2'}]",High,Kernel HID
CVE-2017-16525,2017-11-04,Elevation of Privilege Vulnerability,unknown,"[{'commitId': ['299d7572e46f98534033a9e65973f13ad1ce9047'], 'patchUrl': 'https://github.com/torvalds/linux/commit/299d7572e46f98534033a9e65973f13ad1ce9047'}]",High,kernel USB driver
CVE-2014-9420,2014-12-25,Denial of Service Vulnerability,c,"[{'commitId': ['f54e18f1b831c92f6512d2eedb224cd63d607d3d'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f54e18f1b831c92f6512d2eedb224cd63d607d3d'}]",Moderate,kernel file system
CVE-2018-9522,2018-11-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '181dc252ddec574464882970d3fab290e8b625b5', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/181dc252ddec574464882970d3fab290e8b625b5'}]",High,Framework
CVE-2018-9488,2018-11-06,Elevation of Privilege Vulnerability,unknown,"[{'commitId': 'd4e094e2b1a47c1fea1799d9fade19e953a7ca1b', 'patchUrl': 'https://android.googlesource.com/platform/system/sepolicy/+/d4e094e2b1a47c1fea1799d9fade19e953a7ca1b'}]",Moderate,System
CVE-2015-6634,2015-12-08,Remote Code Execution Vulnerability,c,"[{'commitId': '25016fd2865943dec1a6b2b167ef85c772fb90f7', 'patchUrl': 'https://android.googlesource.com/platform%2Fhardware%2Fqcom%2Fdisplay/+/25016fd2865943dec1a6b2b167ef85c772fb90f7'}, {'commitId': '0787bc222a016e944f01492c2dd04bd03c1da6af', 'patchUrl': 'https://android.googlesource.com/platform%2Fhardware%2Fqcom%2Fdisplay/+/0787bc222a016e944f01492c2dd04bd03c1da6af'}, {'commitId': '95c2601aab7f27505e8b086fdd1f1dce31091e5d', 'patchUrl': 'https://android.googlesource.com/platform%2Fhardware%2Fqcom%2Fdisplay/+/95c2601aab7f27505e8b086fdd1f1dce31091e5d'}, {'commitId': '45660529af1f4063a00e84aa2361649e6a9a878c', 'patchUrl': 'https://android.googlesource.com/platform%2Fhardware%2Fqcom%2Fdisplay/+/45660529af1f4063a00e84aa2361649e6a9a878c'}]",Critical,Display Driver
CVE-2020-0109,2020-05-14,Elevation of Privilege Vulnerability,java,"[{'commitId': 'adc39de3a148a2058d63bd7a1b8b71ee0a3524ac', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/adc39de3a148a2058d63bd7a1b8b71ee0a3524ac'}]",High,System
CVE-2016-6724,2016-11-25,Denial of Service Vulnerability,java,"[{'commitId': '7625010a2d22f8c3f1aeae2ef88dde37cbebd0bf', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/7625010a2d22f8c3f1aeae2ef88dde37cbebd0bf'}]",Moderate,Input Manager Service
CVE-2018-9467,,Elevation of Privilege Vulnerability,java,"[{'commitId': '518e8d27de9f32eb86bc3090ee2759ea93b9fb93', 'patchUrl': 'https://android.googlesource.com/platform/libcore/+/518e8d27de9f32eb86bc3090ee2759ea93b9fb93'}]",High,Android runtime
CVE-2016-3875,2016-09-11,Elevation of Privilege Vulnerability,java,"[{'commitId': '69729fa8b13cadbf3173fe1f389fe4f3b7bd0f9c', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/69729fa8b13cadbf3173fe1f389fe4f3b7bd0f9c'}]",High,device boot
CVE-2017-0592,2017-05-12,Remote Code Execution Vulnerability,c,"[{'commitId': 'acc192347665943ca674acf117e4f74a88436922', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/acc192347665943ca674acf117e4f74a88436922'}]",Critical,Mediaserver
CVE-2017-0785,2017-09-14,Information Disclosure Vulnerability,c,"[{'commitId': '226ea26684d4cd609a5b456d3d2cc762453c2d75', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/226ea26684d4cd609a5b456d3d2cc762453c2d75'}]",Moderate,System
CVE-2021-0586,2021-07-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '42be5cfa1029ff3e3f451289b3368631ed77f4fb', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/42be5cfa1029ff3e3f451289b3368631ed77f4fb'}]",High,System
CVE-2017-13249,2018-04-04,Remote Code Execution Vulnerability,c,"[{'commitId': '9449ef411f32e2948190f9451726eb558996e8d3', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/9449ef411f32e2948190f9451726eb558996e8d3'}]",Critical,Media Framework
CVE-2018-9365,,Remote Code Execution Vulnerability,c,"[{'commitId': 'ae94a4c333417a1829030c4d87a58ab7f1401308', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/ae94a4c333417a1829030c4d87a58ab7f1401308'}]",Critical,System
CVE-2017-13160,2017-12-06,Remote Code Execution Vulnerability,c,"[{'commitId': '68a1cf1a9de115b66bececf892588075595b263f', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/68a1cf1a9de115b66bececf892588075595b263f'}]",Critical,System
CVE-2021-0640,2021-08-17,Elevation of Privilege Vulnerability,c,"[{'commitId': 'fbe5177bd5d704dabf434458649fd93a07d8d654', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/fbe5177bd5d704dabf434458649fd93a07d8d654'}]",High,Framework
CVE-2019-2132,2019-08-20,Elevation of Privilege Vulnerability,java,"[{'commitId': 'a37574256cc0706e23d2f4ef33b2be3fa64990a0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/a37574256cc0706e23d2f4ef33b2be3fa64990a0'}]",High,System
CVE-2018-9559,2018-12-06,Elevation of Privilege Vulnerability,c,"[{'commitId': 'c2e37da22aadcdb4a5b7f61a61f824ab8e9b8af9', 'patchUrl': 'https://android.googlesource.com/platform/system/vold/+/c2e37da22aadcdb4a5b7f61a61f824ab8e9b8af9'}]",High,System
CVE-2019-19807,2019-12-15,Elevation of Privilege Vulnerability,c,"[{'commitId': ['e7af6307a8a54f0b873960b32b6a644f2d0fbd97'], 'patchUrl': 'https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=e7af6307a8a54f0b873960b32b6a644f2d0fbd97'}]",High,Kernel Audio Subsystem
CVE-2020-0037,2020-03-10,Information Disclosure Vulnerability,c,"[{'commitId': '712dcda25084434ffd3e1e0df6c0f7e65441b7f1', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/712dcda25084434ffd3e1e0df6c0f7e65441b7f1'}]",High,System
CVE-2014-9322,2015-12-25,Elevation of Privilege Vulnerability,c,"[{'commitId': 'c22e479e335628ce8766cfbf06e2ba17e8f9a1bb', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/c22e479e335628ce8766cfbf06e2ba17e8f9a1bb'}, {'commitId': '1b627d4e5e61e89b840f77abb3ca6711ad6ffbeb', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/1b627d4e5e61e89b840f77abb3ca6711ad6ffbeb'}, {'commitId': '4c941665c7368a34b146929b31949555e680a4ee', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/4c941665c7368a34b146929b31949555e680a4ee'}, {'commitId': '758f0dac9104b46016af98304656a0268ac3e105', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/758f0dac9104b46016af98304656a0268ac3e105'}, {'commitId': '44d057a37868a60bc2eb6e7d1dcea701f234d56a', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/44d057a37868a60bc2eb6e7d1dcea701f234d56a'}, {'commitId': 'b9b9f908c8ae82b73b9d75181982028b6bc06c2b', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/b9b9f908c8ae82b73b9d75181982028b6bc06c2b'}, {'commitId': 'e068734f9e7344997a61022629b92d142a985ab3', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/e068734f9e7344997a61022629b92d142a985ab3'}, {'commitId': 'fdc6c1052bc7d89a5826904fbb4318677e8442ce', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/fdc6c1052bc7d89a5826904fbb4318677e8442ce'}, {'commitId': '211d59c0034ec9d88690c750ccd6da27f6952dc5', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/211d59c0034ec9d88690c750ccd6da27f6952dc5'}, {'commitId': 'c9e31d5a4747e9967ace6d05896c78516c4c0850', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/c9e31d5a4747e9967ace6d05896c78516c4c0850'}, {'commitId': 'e01834bfbafd25fd392bf10014451c4e5f34f829', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/e01834bfbafd25fd392bf10014451c4e5f34f829'}]",Critical,Kernel
CVE-2017-0855,2018-01-12,Denial of Service Vulnerability,c,"[{'commitId': 'd7d6df849cec9d0a9c1fd0d9957a1b8edef361b7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/d7d6df849cec9d0a9c1fd0d9957a1b8edef361b7'}]",High,Media Framework
CVE-2020-0467,,Information Disclosure Vulnerability,java,"[{'commitId': '61b620ad4f773e86c03e0719ae24268babcc62a9', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/61b620ad4f773e86c03e0719ae24268babcc62a9'}]",High,Framework
CVE-2016-0849,2016-02-03,Elevation of Privilege Vulnerability,c,"[{'commitId': '28a566f7731b4cb76d2a9ba16d997ac5aeb07dad', 'patchUrl': 'https://android.googlesource.com/platform/bootable/recovery/+/28a566f7731b4cb76d2a9ba16d997ac5aeb07dad'}]",High,Recovery Procedure
CVE-2016-3766,2016-04-29,Denial of Service Vulnerability,c,"[{'commitId': '6fdee2a83432b3b150d6a34f231c4e2f7353c01e', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/6fdee2a83432b3b150d6a34f231c4e2f7353c01e'}, {'commitId': 'e7142a0703bc93f75e213e96ebc19000022afed9', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/e7142a0703bc93f75e213e96ebc19000022afed9'}]",Moderate,Mediaserver
CVE-2017-0382,2016-10-21,Remote Code Execution Vulnerability,c,"[{'commitId': '7f0e3dab5a892228d8dead7f0221cc9ae82474f7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/ex/+/7f0e3dab5a892228d8dead7f0221cc9ae82474f7'}]",High,Framesequence library
CVE-2017-0678,2017-07-06,Remote Code Execution Vulnerability,c,"[{'commitId': '64bc0b8c0c495c487604d483aa57978db7f634be', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/64bc0b8c0c495c487604d483aa57978db7f634be'}]",Critical,Media Framework
CVE-2016-5348,2016-06-20,Denial of Service Vulnerability,java,"[{'commitId': '218b813d5bc2d7d3952ea1861c38b4aa944ac59b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/218b813d5bc2d7d3952ea1861c38b4aa944ac59b'}]",High,GPS
